BOROUGH,TAX BLOCK,TAX LOT,BBL,BILLBBL,CD,HOUSE NUMBER,STREET NAME,ADDRESS,PARCEL NAME,AGENCY,USE CODE,USE TYPE,OWNERSHIP,CATEGORY,EXPANDED CATEGORY CODE,EXPANDED CATEGORY DESCRIPTION,LEASED PROPERTIES,FINAL COMMITMENT,AGREEMENT,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,GEOM
2,2468,1,2024680001,2024680001,204,851,GRAND CONCOURSE,851 GRAND CONCOURSE,BRONX SUPREME COUNTY COURTHOUSE,CORR,1210,COURTHOUSE,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,1005339,240326,40.82629,-73.923799,POINT (-73.923799 40.82629)
5,4160,355,5041600355,5041600355,503,95,KISSAM AVENUE,95 KISSAM AVENUE,STATEN ISLAND LEVEE PROJECT PHASE 2,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,953344,141409,40.554757,-74.111219,POINT (-74.111219 40.554757)
1,1919,39,1019190039,1019190039,110,175,WEST  134 STREET,175 WEST  134 STREET,PS 175 PLAYGROUND,EDUC,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1000364,235911,40.814183,-73.941786,POINT (-73.941786 40.814183)
5,7460,79,5074600079,5074600079,503,,COSMEN STREET,COSMEN STREET,FORMERLY FAIRVIEW PARK,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,919045,133491,40.532838,-74.234571,POINT (-74.234571 40.532838)
4,10637,115,4106370115,4106370115,413,,213 STREET,213 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1054276,202208,40.721414,-73.747373,POINT (-73.747373 40.721414)
3,3744,1,3037440001,3037440001,316,213,CHRISTOPHER AVENUE,213 CHRISTOPHER AVENUE,PS 150 PLAYGROUND ADDITION,EDUC,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1010603,182743,40.668225,-73.905004,POINT (-73.905004 40.668225)
3,340,42,3003400042,3003400042,306,21,PRESIDENT STREET,21 PRESIDENT STREET,RED HOOK CONTAINER TERMINAL,EDC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,D,L,982638,188703,40.684623,-74.005812,POINT (-74.005812 40.684623)
3,5381,134,3053810134,3053810134,312,,EAST   41 STREET,EAST   41 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,990028,170408,40.634406,-73.979182,POINT (-73.979182 40.634406)
1,1610,1,1016100001,1016100001,111,1,EAST  104 STREET,1 EAST  104 STREET,ARSENAL NORTH/HECKSCHER BLDG,CULT,310,MUSEUM/GALLERY,C,1,3,CULTURAL & RECREATIONAL USE,,,,997715,228228,40.793099,-73.951371,POINT (-73.951371 40.793099)
4,2960,2,4029600002,4029600002,405,,JUNIPER BLVD SOUTH,JUNIPER BLVD SOUTH,JUNIPER VALLEY PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1017198,201638,40.720065,-73.881139,POINT (-73.881139 40.720065)
4,10353,1,4103530001,4103530001,412,,LIBERTY AVENUE,LIBERTY AVENUE,PETERS FIELD PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1046676,196577,40.706015,-73.774843,POINT (-73.774843 40.706015)
5,1394,20,5013940020,5013940020,501,,MC KINLEY AVENUE,MC KINLEY AVENUE,,EDC,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,933496,168666,40.629481,-74.182849,POINT (-74.182849 40.629481)
4,15728,28,4157280028,4157280028,414,,NORTON DRIVE,NORTON DRIVE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1048195,159968,40.605521,-73.769712,POINT (-73.769712 40.605521)
3,1674,11,3016740011,3016740011,303,272,MCDONOUGH STREET,272 MCDONOUGH STREET,J.H.S 35 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,1002031,187581,40.681526,-73.935891,POINT (-73.935891 40.681526)
4,15963,54,4159630054,4159630054,414,4420,NORTON AVENUE,4420 NORTON AVENUE,EDGEMERE URA  SITE #58,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1046222,157618,40.599085,-73.776839,POINT (-73.776839 40.599085)
2,3024,21,2030240021,2030240021,205,2400,MARION AVENUE,2400 MARION AVENUE,PS 85 AND MINI SCHOOL,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1013388,252134,40.858677,-73.894664,POINT (-73.894664 40.858677)
5,4792,121,5047920121,5047920121,503,45,TARLTON STREET,45 TARLTON STREET,,PARKS,479,OTHER OPEN SPACE,C,1,3,CULTURAL & RECREATIONAL USE,,,,952061,140836,40.55318,-74.115833,POINT (-74.115833 40.55318)
3,4446,1,3044460001,3044460001,305,,FLATLANDS AVENUE,FLATLANDS AVENUE,,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1018520,178322,40.656063,-73.876488,POINT (-73.876488 40.656063)
3,8156,40,3081560040,3081560040,318,,EAST  106 STREET,EAST  106 STREET,FLATLANDS INDUSTRIAL PARK,EDC,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,1012319,176766,40.651814,-73.898844,POINT (-73.898844 40.651814)
4,11960,20,4119600020,4119600020,412,11137,144 STREET,11137 144 STREET,FHA 10,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1039717,189092,40.685517,-73.800004,POINT (-73.800004 40.685517)
5,3760,13,5037600013,5037600013,502,,OLYMPIA BOULEVARD,OLYMPIA BOULEVARD,NEW CREEK BLUEBELT  PHASE 4,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,959687,149948,40.578215,-74.088424,POINT (-74.088424 40.578215)
3,3644,210,3036440210,3036440210,318,1125,ROCKAWAY AVENUE,1125 ROCKAWAY AVENUE,FLATLANDS INDUSTRIAL PARK,SANIT,1134,RECYCLING FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1010391,176798,40.651908,-73.905792,POINT (-73.905792 40.651908)
5,5648,100,5056480100,5056480100,503,,CROSSFIELD AVENUE,CROSSFIELD AVENUE,,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,935270,142469,40.557585,-74.176268,POINT (-74.176268 40.557585)
5,1348,1,5013480001,5013480001,501,278,SOUTH AVENUE,278 SOUTH AVENUE,ARLINGTON YARDS,EDC,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,935348,169576,40.631989,-74.176183,POINT (-74.176183 40.631989)
3,1773,14,3017730014,3017730014,303,28,HART STREET,28 HART STREET,PS 304 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1000532,191998,40.693652,-73.941285,POINT (-73.941285 40.693652)
3,3644,140,3036440140,3036440140,318,10101,AVENUE D,10101 AVENUE D,CENTERPOINT FLATLANDS LLC,DCAS,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,L,1010917,177166,40.652917,-73.903895,POINT (-73.903895 40.652917)
5,7561,20,5075610020,5075610020,503,,WINANS STREET,WINANS STREET,MILL CREEK BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,920580,128777,40.51991,-74.229004,POINT (-74.229004 40.51991)
2,2516,51,2025160051,2025160051,204,1181,NELSON AVENUE,1181 NELSON AVENUE,HIGHBRIDGE DCC AND  SENIOR CENTER,AGING,752,SENIOR CENTER,P,1,5,HEALTH & SOCIAL SERVICES USE,L,,,1004705,244349,40.837333,-73.926078,POINT (-73.926078 40.837333)
5,7550,100,5075500100,5075500100,503,,AMBOY ROAD,AMBOY ROAD,MILL CREEK PHASE I,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,921515,128774,40.519909,-74.225641,POINT (-74.225641 40.519909)
3,8695,500,3086950500,3086950500,313,,,,FUTURE AMUSEMENT PARK,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,989896,148290,40.573696,-73.979676,POINT (-73.979676 40.573696)
5,5314,3,5053140003,5053140003,503,,ARMSTRONG AVENUE,ARMSTRONG AVENUE,CRESCENT BEACH PARK,PARKS,442,COMMUNITY PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,943581,134528,40.535831,-74.146311,POINT (-74.146311 40.535831)
3,2243,1,3022430001,3022430001,301,407,BROADWAY,407 BROADWAY,ZINDEL PARK,PARKS,470,OPEN SPACE,C,1,3,CULTURAL & RECREATIONAL USE,,,,998604,195822,40.704152,-73.94823,POINT (-73.94823 40.704152)
1,962,100,1009620100,1009620100,106,430-514,FIRST AVENUE,430-514 FIRST AVENUE,BELVUE HOSP/OCME/EMS STATION 8,ACS,610,HOSPITAL,C,1,5,HEALTH & SOCIAL SERVICES USE,,,,991083,208423,40.738747,-73.975343,POINT (-73.975343 40.738747)
3,4811,1,3048110001,3048110001,309,600,KINGSTON AVENUE,600 KINGSTON AVENUE,GEORGE WINGATE CAMPUS,PARKS,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,999866,179267,40.65871,-73.943717,POINT (-73.943717 40.65871)
2,2962,52,2029620052,2029620052,203,763,JENNINGS STREET,763 JENNINGS STREET,JENNINGS STREET,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,P,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1012608,242474,40.832165,-73.897525,POINT (-73.897525 40.832165)
3,346,26,3003460026,3003460026,306,26-28,PRESIDENT STREET,26-28 PRESIDENT STREET,RED HOOK CONTAINER TERMINAL,DSBS,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,982646,188538,40.68417,-74.005783,POINT (-74.005783 40.68417)
2,2982,45,2029820045,2029820045,203,1535,HOE AVENUE,1535 HOE AVENUE,EAST 173 RD STREET VYSE AVENUE,NYCHA,872,MUNICIPAL PARKING - OUTDOOR,O,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1015026,243252,40.834293,-73.888784,POINT (-73.888784 40.834293)
3,5923,1,3059230001,3059230001,310,7305,FT HAMILTON PARKWAY,7305 FT HAMILTON PARKWAY,JHS 259 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,C,1,2,EDUCATIONAL USE,,,,980191,167375,40.626082,-74.014622,POINT (-74.014622 40.626082)
4,7860,1,4078600001,4078600001,413,7505,WINCHESTER BOULEVARD,7505 WINCHESTER BOULEVARD,ALLEY POND PARK,PARKS,442,COMMUNITY PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1057218,208352,40.738254,-73.736693,POINT (-73.736693 40.738254)
3,8470,1,3084700001,3084700001,318,2575,FLATBUSH AVENUE,2575 FLATBUSH AVENUE,,DSBS,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,1006653,160564,40.607359,-73.919317,POINT (-73.919317 40.607359)
5,4758,16,5047580016,5047580016,503,,MILL ROAD,MILL ROAD,,PARKS,479,OTHER OPEN SPACE,C,1,3,CULTURAL & RECREATIONAL USE,,,,952333,142030,40.556458,-74.11486,POINT (-74.11486 40.556458)
2,2965,13,2029650013,2029650013,203,1400,STEBBINS AVENUE,1400 STEBBINS AVENUE,,HPD,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,1013610,242850,40.833194,-73.893903,POINT (-73.893903 40.833194)
4,16061,25,4160610025,4160610025,414,,BARBADOES DRIVE,BARBADOES DRIVE,BRANT POINT WILDLIFE SANCTUARY,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1038737,157050,40.597575,-73.803797,POINT (-73.803797 40.597575)
3,4271,70,3042710070,3042710070,305,,,,,NYCTA,860,TRANSIT FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1021794,183873,40.671286,-73.864658,POINT (-73.864658 40.671286)
4,13344,28,4133440028,4133440028,413,,180 STREET,180 STREET,180TH STREET,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1049243,181033,40.663332,-73.765734,POINT (-73.765734 40.663332)
3,1446,23,3014460023,3014460023,316,2106,DEAN STREET,2106 DEAN STREET,PROSPECT PLAZA,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1007022,185167,40.674888,-73.917905,POINT (-73.917905 40.674888)
4,4295,1,4042950001,4042950001,407,124-15,28 AVENUE,124-15 28 AVENUE,COLLEGE POINT BUS GARAGE,MTA,920,GARAGE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1027982,221149,40.773571,-73.842108,POINT (-73.842108 40.773571)
5,6508,53,5065080053,5065080053,503,,EADIE AVENUE,EADIE AVENUE,BLUE HERON PARK PRESERVE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,934057,132810,40.531066,-74.180561,POINT (-74.180561 40.531066)
4,13714,50,4137140050,4137140050,413,,149 AVENUE,149 AVENUE,IDLEWILD PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1051824,178759,40.657071,-73.756454,POINT (-73.756454 40.657071)
2,2454,1,2024540001,2024540001,204,900,SHERIDAN AVENUE,900 SHERIDAN AVENUE,BRONX CRIMINAL/FAMILY COURT,DCAS,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,S,1006310,240550,40.826902,-73.92029,POINT (-73.92029 40.826902)
3,111,1,3001110001,3001110001,302,50,NAVY STREET,50 NAVY STREET,PS 287 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,989485,193523,40.697851,-73.981121,POINT (-73.981121 40.697851)
1,1044,22,1010440022,1010440022,104,314-16,WEST   54 STREET,314-16 WEST   54 STREET,MIDTOWN COMMUNITY COURT,OCA,1210,COURTHOUSE,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,988279,217943,40.764879,-73.985455,POINT (-73.985455 40.764879)
2,2420,170,2024200170,2024200170,204,,,,MORRISANIA AIR RIGHTS,NYCHA,872,MUNICIPAL PARKING - OUTDOOR,O,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1007160,239710,40.824595,-73.917221,POINT (-73.917221 40.824595)
2,3202,46,2032020046,2032020046,207,2633,JEROME AVENUE,2633 JEROME AVENUE,IRT SUBSTATION # 45,NYCTA,862,TRANSIT SUBSTATION,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1012352,255086,40.866782,-73.898397,POINT (-73.898397 40.866782)
5,3760,5,5037600005,5037600005,502,,SEAVER AVENUE,SEAVER AVENUE,NEW CREEK BLUEBELT  PHASE 4,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,959789,150094,40.578616,-74.088057,POINT (-74.088057 40.578616)
3,8166,75,3081660075,3081660075,318,,EAST   98 STREET,EAST   98 STREET,CANARSIE MUNI PARKING FIELD,DOT,872,MUNICIPAL PARKING - OUTDOOR,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1011346,174839,40.646528,-73.902358,POINT (-73.902358 40.646528)
3,755,14,3007550014,3007550014,307,4623,3 AVENUE,4623 3 AVENUE,PS 1 PLAYGROUND (JOP),PARKS,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,980861,175884,40.649437,-74.012213,POINT (-74.012213 40.649437)
3,1342,34,3013420034,3013420034,308,1726,PACIFIC STREET,1726 PACIFIC STREET,ACCESSORY PARKING-DIST 8 GAR,SANIT,1010,OUTDOOR STORAGE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1003268,185719,40.676412,-73.931437,POINT (-73.931437 40.676412)
2,2403,26,2024030026,2024030026,201,392,EAST  157 STREET,392 EAST  157 STREET,GREENTHUMB GARDEN,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1007626,238608,40.821569,-73.915542,POINT (-73.915542 40.821569)
2,2411,119,2024110119,2024110119,201,335,EAST  152 STREET,335 EAST  152 STREET,PS 1 AND AL SMITH HIGH SCHOOL AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1006493,237792,40.819332,-73.919638,POINT (-73.919638 40.819332)
5,3413,49,5034130049,5034130049,502,,QUINCY AVENUE,QUINCY AVENUE,SOUTH BEACH BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,964016,153555,40.588126,-74.072851,POINT (-74.072851 40.588126)
4,10859,46,4108590046,4108590046,412,19207,104 AVENUE,19207 104 AVENUE,FHA REPOSSESSED HOUSES(GROUP7),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1049262,197054,40.707306,-73.765511,POINT (-73.765511 40.707306)
1,1373,2101,1013732101,1013737507,108,,,,CORNELL TECH CONDO,DCAS,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,996536,214384,40.755103,-73.955654,POINT (-73.955654 40.755103)
3,5687,164,3056870164,3056870164,312,,57 STREET,57 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,982992,170760,40.635374,-74.004533,POINT (-74.004533 40.635374)
5,4793,43,5047930043,5047930043,503,66,TARLTON STREET,66 TARLTON STREET,,PARKS,479,OTHER OPEN SPACE,C,1,3,CULTURAL & RECREATIONAL USE,,,,952147,140551,40.552398,-74.115522,POINT (-74.115522 40.552398)
4,15698,10,4156980010,4156980010,414,,NORTON DRIVE,NORTON DRIVE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1048040,160847,40.607935,-73.770261,POINT (-73.770261 40.607935)
5,1815,135,5018150135,5018150135,502,,BLOOMFIELD ROAD,BLOOMFIELD ROAD,STATEN ISLAND INDUSTRIAL PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,931818,162569,40.612736,-74.188846,POINT (-74.188846 40.612736)
4,4414,1338,4044141338,4044147504,407,31-30,UNION STREET,31-30 UNION STREET,MITCHELL LINDEN LIBRARY,QPL,332,BRANCH LIBRARY,C,1,3,CULTURAL & RECREATIONAL USE,,,,1032175,219540,40.769133,-73.826981,POINT (-73.826981 40.769133)
4,2497,42,4024970042,4024970042,405,,53 DRIVE,53 DRIVE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1013555,205239,40.729962,-73.894265,POINT (-73.894265 40.729962)
4,14234,526,4142340526,4142340526,410,,HAWTREE CREEK,HAWTREE CREEK,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1031535,178935,40.657686,-73.829577,POINT (-73.829577 40.657686)
5,3790,23,5037900023,5037900023,502,,GRIMSBY STREET,GRIMSBY STREET,NEW CREEK BLUEBELT  PHASE 4,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,958835,149304,40.576445,-74.091488,POINT (-74.091488 40.576445)
4,143,28,4001430028,4001430028,401,46-01,37 AVENUE,46-01 37 AVENUE,DOT LIGHT POLE STORAGE YARD,DOT,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,1007215,212956,40.751162,-73.917114,POINT (-73.917114 40.751162)
5,6555,22,5065550022,5065550022,503,,COLON AVENUE,COLON AVENUE,ARBUTUS WOODS PARK R-133,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,932922,131892,40.52854,-74.184637,POINT (-74.184637 40.52854)
5,6805,24,5068050024,5068050024,503,,SOUTH GOFF AVENUE,SOUTH GOFF AVENUE,LEMON CREEK BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,925595,129794,40.522736,-74.210976,POINT (-74.210976 40.522736)
5,4767,18,5047670018,5047670018,503,173,FOX BEACH AVENUE,173 FOX BEACH AVENUE,,PARKS,479,OTHER OPEN SPACE,C,1,3,CULTURAL & RECREATIONAL USE,,,,951920,141253,40.554324,-74.116342,POINT (-74.116342 40.554324)
4,5509,1,4055090001,4055090001,407,,KISSENA BOULEVA,KISSENA BOULEVA,KISSENA PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1036360,210441,40.744135,-73.811943,POINT (-73.811943 40.744135)
4,1825,150,4018250150,4018250150,407,,,,FUTURE MIX-USE AFFFORDABLE HSG,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1027682,215515,40.758109,-73.843228,POINT (-73.843228 40.758109)
5,5676,27,5056760027,5056760027,503,,GRANTWOOD AVENUE,GRANTWOOD AVENUE,,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,933621,141931,40.556099,-74.182198,POINT (-74.182198 40.556099)
5,2120,1,5021200001,5021200001,502,,TRAVIS AVENUE,TRAVIS AVENUE,FRESH KILLS PARK,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,937433,157179,40.597973,-74.168585,POINT (-74.168585 40.597973)
4,6858,1,4068580001,4068580001,408,82-68,164 STREET,82-68 164 STREET,QUEENS HOSPITAL CTR/GATEWAY HS,FIRE,540,AMBULANCE STATION,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,1038224,200842,40.717777,-73.805293,POINT (-73.805293 40.717777)
4,2327,116,4023270116,4023270116,402,,58 PLACE,58 PLACE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1009754,208082,40.737777,-73.907969,POINT (-73.907969 40.737777)
3,8018,1,3080180001,3080180001,318,956,EAST   82 STREET,956 EAST   82 STREET,JHS 68 AND PLAYGROUND (JOP),EDUC,212,INTERMEDIATE SCHOOL,C,1,2,EDUCATIONAL USE,,,,1008891,170779,40.635392,-73.911219,POINT (-73.911219 40.635392)
2,5103,107,2051030107,2051030107,212,,BRONX BOULEVARD,BRONX BOULEVARD,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1024819,269070,40.905115,-73.853238,POINT (-73.853238 40.905115)
2,2678,68,2026780068,2026780068,203,951-9,PROSPECT AVENUE,951-9 PROSPECT AVENUE,MIXED FINANCE DEVELOPMENT,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,P,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1011654,238968,40.822545,-73.900987,POINT (-73.900987 40.822545)
1,387,20,1003870020,1003870020,103,624,EAST    5 STREET,624 EAST    5 STREET,LOWER EAST SIDE II HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,989577,202718,40.723089,-73.980782,POINT (-73.980782 40.723089)
1,1008,15,1010080015,1010080015,105,135-31,WEST   55 STREET,135-31 WEST   55 STREET,CITY CENTER THEATER,CULT,320,THEATER,C,1,3,CULTURAL & RECREATIONAL USE,,,,989956,217597,40.763928,-73.979402,POINT (-73.979402 40.763928)
5,6902,1,5069020001,5069020001,503,1,ALBOURNE AVENUE,1 ALBOURNE AVENUE,UNCAS POND-SI BLUEBELT SYSTEM,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,927070,131823,40.528315,-74.205687,POINT (-74.205687 40.528315)
5,4550,5,5045500005,5045500005,503,,REDWOOD AVENUE,REDWOOD AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,944624,142713,40.558302,-74.142606,POINT (-74.142606 40.558302)
2,4142,101,2041420101,2041420101,211,1690,EASTCHESTER ROAD,1690 EASTCHESTER ROAD,WESTCHESTER YARD C#3 11 611,NYCTA,860,TRANSIT FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1027320,247499,40.845898,-73.844329,POINT (-73.844329 40.845898)
2,3217,4,2032170004,2032170004,207,2190,ANDREWS AVENUE,2190 ANDREWS AVENUE,PS 15 PLAYGROUND,EDUC,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1009223,252033,40.858412,-73.909722,POINT (-73.909722 40.858412)
4,1964,65,4019640065,4019640065,404,108-01,HORACE HARDING EXPRESSWAY SOUTH,108-01 HORACE HARDING EXPRESSWAY SOUTH,ENG 324  DIV 14,DEP,1112,WASTEWATER PUMPING STATION,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1025308,208191,40.738018,-73.851842,POINT (-73.851842 40.738018)
2,2917,7,2029170007,2029170007,206,1826,WASHINGTON AVENUE,1826 WASHINGTON AVENUE,BATHGATE/STOP/GO PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1012250,247176,40.845072,-73.898799,POINT (-73.898799 40.845072)
2,5915,270,2059150270,2059150270,208,3600,PALISADE AVENUE,3600 PALISADE AVENUE,RAOUL WALLENBERG PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1006975,262615,40.887463,-73.917812,POINT (-73.917812 40.887463)
3,258,1,3002580001,3002580001,302,46,COLUMBIA STREET,46 COLUMBIA STREET,ATLANTIC PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,984461,191514,40.692339,-73.999239,POINT (-73.999239 40.692339)
5,7550,130,5075500130,5075500130,503,,WEST SHORE EXPRESSWAY,WEST SHORE EXPRESSWAY,NECK CREEK MARSH PARK,PARKS,420,MALL/TRIANGLE/HIGHWAY STRIP/PARK STRIP,C,1,3,CULTURAL & RECREATIONAL USE,,,,921577,129118,40.520853,-74.225422,POINT (-74.225422 40.520853)
5,6889,300,5068890300,5068890300,503,,WOODROW ROAD,WOODROW ROAD,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,927957,136750,40.541844,-74.202538,POINT (-74.202538 40.541844)
5,4746,59,5047460059,5047460059,503,,,,MID-ISLAND BLUEBELT PHASE II,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,950917,140902,40.553357,-74.11995,POINT (-74.11995 40.553357)
4,16164,14,4161640014,4161640014,414,,,,ROCKAWAY LINE,NYCTA,860,TRANSIT FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1031289,151497,40.582376,-73.830655,POINT (-73.830655 40.582376)
